Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type
2017,2,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,
2017,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,4,0,4,0,4,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,1,6,0,6,,,,,,
2017,2,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,25,,0,,0,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,52,0,52,0,52,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,66,0,66,0,66,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2017,2,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,32,1,32,0,32,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,15,1,15,0,15,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,1,5,0,5,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,unknown,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,115,4,115,0,115,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,19,0,19,0,19,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,58,0,58,0,58,,,,,,
2017,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,35,2,35,0,35,,,,,,
2017,2,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2017,2,Wisconsin,Person-to-person,Shigella sonnei,subgroup D,Confirmed,Child daycare/preschool,11,0,7,0,11,,,,,,
2017,2,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,1,10,0,10,,,,,,
2017,2,Wisconsin,Person-to-person,Astrovirus;Salmonella unknown;Sapovirus,,Suspected;Suspected;Confirmed,Child daycare/preschool,27,0,0,0,27,,,,,,
2017,2,Wisconsin,Person-to-person,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2017,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2017,3,Wisconsin,Person-to-person,Rotavirus;Norovirus Genogroup II;Clostridium difficile,unknown,Suspected;Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,11,1,11,0,11,,,,,,
2017,3,Wisconsin,Person-to-person,Shigella sonnei,,Confirmed,School/college/university,6,0,6,0,6,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.2,Confirmed,Child daycare/preschool,24,0,0,0,0,,,,,,
2017,3,Wisconsin,Person-to-person,Clostridium difficile,,Confirmed,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2017,3,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,18,0,0,0,0,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,40,1,40,0,40,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P7 GII.7,Confirmed,Long-term care/nursing home/assisted living facility,23,1,23,0,23,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,15,0,0,0,0,,,,,,
2017,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2017,3,Wisconsin,Food,Norovirus unknown,,Suspected,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2017,3,Wisconsin,Environmental contamination other than food/water,Norovirus Genogroup I,GI.7,Confirmed,Other,28,0,28,0,28,,,,,,
2017,3,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2017,3,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,14,2,14,0,14,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,20,0,0,0,0,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,7,0,7,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,53,4,53,1,53,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,0,,,,,,
2017,3,Wisconsin,Person-to-person,Rotavirus,,Confirmed,Long-term care/nursing home/assisted living facility,6,,0,,0,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,33,1,33,0,33,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,41,0,41,0,41,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Suspected,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,28,1,28,0,28,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,21,1,21,0,21,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Suspected,Long-term care/nursing home/assisted living facility,6,0,0,0,0,,,,,,
2017,3,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,24,0,24,0,24,,,,,,
2017,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,9,0,0,0,0,,,,,,
2017,4,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2017,4,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,13,0,0,0,0,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,10,1,10,0,10,,,,,,
2017,4,Wisconsin,Indeterminate/unknown,,,,Other,5,0,5,0,5,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,18,1,18,0,18,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,23,1,23,0,23,,,,,,
2017,4,Wisconsin,Indeterminate/unknown,Norovirus Genogroup I,GI.7,Confirmed,Restaurant,4,0,4,0,4,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.7,Suspected,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,
2017,4,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.2,Confirmed,Restaurant: Fast-food (drive up service or pay at counter),115,0,98,0,115,Submarine Sandwich,,Multiple,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,23,0,0,0,0,,,,,,
2017,4,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,27,0,27,0,27,,,,,,
2017,4,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,16,0,0,0,0,,,,,,
2017,4,Wisconsin,Food,Norovirus Genogroup I;Norovirus Genogroup II,GII.P16 GII.4 Sydney,Suspected;Confirmed,Caterer,5,0,5,0,5,chicken salad,,Multiple,,,
2017,4,Wisconsin,Indeterminate/unknown,Norovirus Genogroup I,GI.3,Suspected,Religious facility,7,1,7,0,7,,,,,,
2017,4,Wisconsin,Water,Legionella other;Legionella pneumophila;Legionella pneumophila,serogroup 1;unknown,Confirmed;Confirmed;Confirmed,Hotel/motel,2,0,0,0,0,,,,Drinking water,Transient Noncommunity,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,
2017,4,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.4 Sydney,Confirmed,Restaurant: Sit-down dining,5,0,5,0,5,,,,,,
2017,4,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,12,0,0,0,0,,,,,,
2017,5,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,14,0,14,0,14,,,,,,
2017,5,Wisconsin,Indeterminate/unknown,Norovirus Genogroup I,GI.7,Confirmed,School/college/university,28,0,28,0,28,,,,,,
2017,5,Wisconsin,Food,Norovirus unknown;Norovirus Genogroup I,GI.7,Suspected;Confirmed,Private home/residence,71,0,70,0,71,pasta salad,,Multiple,,,
2017,5,Wisconsin,Food,Clostridium perfringens,,Suspected,Banquet Facility (food prepared and served on-site),23,0,23,0,23,prime rib and aus jus,beef,Beef,,,
2017,5,Wisconsin,Indeterminate/unknown,,,,School/college/university,13,0,0,0,0,,,,,,
2017,5,Wisconsin,Person-to-person,Clostridium difficile,,Suspected,Long-term care/nursing home/assisted living facility,9,0,9,0,9,,,,,,
2017,5,Wisconsin,Person-to-person,Norovirus unknown;Norovirus Genogroup II,GII.17,Suspected;Suspected,Long-term care/nursing home/assisted living facility,29,2,29,0,29,,,,,,
2017,5,Wisconsin,Person-to-person,Norovirus Genogroup I,unknown,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2017,5,Wisconsin,Food,Clostridium perfringens,,Suspected,Restaurant: Sit-down dining,4,0,4,0,4,,,,,,
2017,6,Wisconsin,Person-to-person,"Norovirus Genogroup I;Escherichia coli, Enteropathogenic",GI.P7 GI.7;unknown,Confirmed;Suspected,Camp,28,0,28,0,28,,,,,,
2017,6,Wisconsin,Indeterminate/unknown,,,,Restaurant,3,0,3,0,3,,,,,,
2017,6,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,
2017,6,Wisconsin,Food,Clostridium perfringens,,Suspected,Restaurant: Sit-down dining,2,0,2,0,2,,,,,,
2017,6,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,
2017,6,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,7,0,7,0,7,,,,,,
2017,6,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,7,,0,,0,,,,,,
2017,6,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,0,0,0,,,,,,
2017,6,Wisconsin,Food,Norovirus Genogroup II,GII.P7 GII.7,Suspected,Private home/residence,20,0,20,0,20,,,,,,
2017,7,Wisconsin,Water,Chlorine Gas,,Suspected,Recreational facility,24,1,24,0,24,,,,Recreational water -- treated,Pool - Other Swimming Pool,
2017,7,Wisconsin,Food,Vibrio parahaemolyticus;Vibrio unknown,,Suspected;Suspected,Restaurant: Sit-down dining,2,0,2,0,2,"oysters, raw","oysters, raw",Mollusks,,,
2017,7,Wisconsin,Water,Legionella pneumophila;Legionella pneumophila;Legionella pneumophila,serogroup 1;serogroup 1;serogroup 1,Confirmed;Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,2,2,2,0,2,,,,Drinking water,Community,
2017,7,Wisconsin,Animal contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Festival/Fair,2,1,2,0,2,,,,,,
2017,7,Wisconsin,Water,Legionella pneumophila,serogroup 1,Confirmed,Casino,3,2,3,0,3,,,,Undetermined water,,
2017,7,Wisconsin,Food,Salmonella enterica,Thompson,Confirmed,Farm/dairy/agricultural setting,21,0,21,0,21,peas,peas,Seeded Vegetables,,,
2017,7,Wisconsin,Food,Vibrio parahaemolyticus;Other - Bacterium,,Suspected;Suspected,Restaurant: Sit-down dining,2,0,2,0,2,"oysters, raw","oysters, raw",Mollusks,,,
2017,7,Wisconsin,Person-to-person,Shigella sonnei,,Confirmed,Child daycare/preschool,14,0,14,0,14,,,,,,
2017,7,Wisconsin,Person-to-person,,,,Camp,32,,0,,0,,,,,,
2017,7,Wisconsin,Person-to-person,Cryptosporidium unknown,,Confirmed,Child daycare/preschool,4,0,4,0,4,,,,,,
2017,7,Wisconsin,Food,"Salmonella enterica;Salmonella enterica;Escherichia coli, Shiga toxin-producing","Newport;I 4,[5],12:i:-;unknown",Suspected;Confirmed;Suspected,Private home/residence,36,3,35,0,36,pork,,Pork,,,
2017,7,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2017,7,Wisconsin,Person-to-person,Norovirus Genogroup I,GI.P7 GI.7,Suspected,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,
2017,8,Wisconsin,Indeterminate/unknown,Cryptosporidium parvum;Cryptosporidium parvum,IIaA15G2R2;unknown,Suspected;Suspected,Other,2,0,2,0,2,,,,,,
2017,8,Wisconsin,Indeterminate/unknown,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,0,0,0,,,,,,
2017,8,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2017,8,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,5,0,5,0,5,,,,,,
2017,8,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2017,8,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,
2017,8,Wisconsin,Food,Norovirus Genogroup II,GII.P16 GII.2,Confirmed,Other,24,0,24,0,24,Home made Potato Salad,,Multiple,,,
2017,8,Wisconsin,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,6,1,6,0,6,"burrito, pork",pork,Pork,,,
2017,8,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,8,0,8,0,8,,,,,,
2017,8,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.2,Suspected,Private home/residence,12,0,12,0,12,,,,,,
2017,8,Wisconsin,Animal contact,Cryptosporidium unknown,,Confirmed,Live animal market,4,0,4,0,4,,,,,,Cattle
2017,8,Wisconsin,Indeterminate/unknown,Norovirus Genogroup II,GII.P16 GII.2,Confirmed,School/college/university,19,0,14,0,14,,,,,,
2017,8,Wisconsin,Animal contact,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Festival/Fair,6,1,6,0,6,,,,,,Other
2017,8,Wisconsin,Indeterminate/unknown,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,Private home/residence,13,4,13,0,13,,,,,,
2017,9,Wisconsin,Water,Giardia duodenalis,unknown,Confirmed,Private home/residence,6,0,3,0,3,,,,Drinking water,Individual/Private,
2017,9,Wisconsin,Food,Clostridium perfringens,,Suspected,Restaurant: Sit-down dining,7,0,7,0,7,,,,,,
2017,9,Wisconsin,Indeterminate/unknown,Sapovirus,,Confirmed,Camp,16,0,16,0,16,,,,,,
2017,9,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,47,1,47,0,47,,,,,,
2017,9,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,
2017,9,Wisconsin,Food,Cryptosporidium unknown,,Confirmed,Private home/residence,4,0,4,0,4,,,,,,
2017,10,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.2,Confirmed,School/college/university,6,0,6,0,6,,,,,,
2017,10,Wisconsin,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,8,0,0,0,0,,,,,,
2017,10,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,12,1,12,0,12,,,,,,
2017,10,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P21 GII.3,Confirmed,School/college/university,20,0,0,0,0,,,,,,
2017,10,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,24,0,0,0,0,,,,,,
2017,10,Wisconsin,Food,Clostridium perfringens,,Confirmed,Caterer,86,0,85,0,86,"beef,sliced",beef,Beef,,,
2017,10,Wisconsin,Food,Toxoplasma gondii,,Confirmed,Private home/residence,9,0,9,0,9,venison,venison,Game,,,
2017,10,Wisconsin,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,8,1,8,0,8,,,,,,
2017,10,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,7,0,0,0,0,,,,,,
2017,10,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,15,3,15,0,15,Pastries,egg,Eggs,,,
2017,10,Wisconsin,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,18,1,18,0,18,"kabobs, chicken",chicken,Chicken,,,
2017,11,Wisconsin,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,46,0,46,0,46,,,,,,
2017,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P16 GII.2,Confirmed,School/college/university,54,0,0,0,0,,,,,,
2017,11,Wisconsin,Food,Norovirus Genogroup II,GII.P7 GII.7,Confirmed,Restaurant: Sit-down dining,15,0,15,0,15,,,,,,
